0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-58.27629377213768,498.63791460246006,798.5924342523174,-205.28821105224085,-67.08677828288064,46.48533788978491,-96.91764007390823,-105.17243372623307,-138.47152576587973,265.14499401749794,-528.3283197314977,870.5062050240074,-56.488718528391026,-84.29562804579373,113.62460402037865,-147.55248784043278,-856.5025838183776,-155.23012848888152,-243.06021930369383,149.679478623902,0.0
96.81537745108139,-508.9244841159587,555.9512221516691,-51.852425970717555,-536.4053587995239,-502.9282468987028,-262.04354845979185,-9.565532298996654,100.58885835191495,-535.068660519504,98.80798797182844,12.593621694028535,53.28472463823969,-309.2118104372322,-38.435633294882265,65.5231608438096,62.54562587193837,572.0375169594449,576.6020638559669,559.685541005388,0.0
121.76194854047463,64.98621427455532,845.8738461733847,-122.70089648719454,-25.024096701791116,209.25396282335706,101.72418135178573,-836.353113085255,187.34345107985945,516.6673551528957,-787.9420878362596,-138.5909570697017,40.77543017754309,-229.29725948936888,35.267079415256596,141.02759032598385,116.50453086426185,126.84403469706082,136.6541381387642,-504.7753523456121,0.0
-579.8732382032392,-96.02958842870252,-4.704920337328603,485.3407021123941,-113.60645624491313,-110.1630304710766,-111.64381005218104,-857.9232009829324,-2.248209988364464,-152.86546750681407,246.3298739730845,813.851117651511,-228.7844259716713,-81.13666038871489,-78.55696071492889,858.445326669773,135.84432465285758,-128.29149802610902,-123.77737794928255,129.7935002066381,0.0
-258.45800823092253,138.06285945442386,-522.396498483539,104.33490780875836,197.13632266263534,-780.7049146741003,151.7812359884685,540.0729997204613,82.58119173641016,123.31971065879098,856.2229484030837,43.50147539109566,-815.9646587603027,157.80256452046515,-52.11190792243498,122.98680803433547,-162.21679121772794,84.73421286593107,73.85148917906335,-84.53594713489605,0.0
68.39812451679485,570.1344109348732,-506.32997292159797,58.10452378244249,-287.45735715888486,560.5099083396333,574.0803440690179,47.81759943653515,41.887872203924644,54.14261277232748,-538.255487529875,-271.80883910543423,-522.8070097212117,-28.292412154320647,565.6013929079786,-498.3184934330543,-15.164996034170608,77.71075600900211,83.2381757326981,-33.19115264667874,0.0
187.75859994598,104.46881890571824,-528.4481566732164,198.4437736625493,188.1917198121074,104.60923279867866,66.75932921007248,904.8295547918713,-303.9049195630873,-717.6866427099343,13.948973057745125,179.98729542875589,99.6258175234136,91.74298322268585,101.14012154010793,-75.03892201039346,-891.3249752010364,-94.04968849280061,-151.643570989674,520.5906557404564,0.0
-120.31393707334351,71.35934416242904,128.2986310864323,11.914863536227903,124.12875758475624,-9.68439727631628,212.7372176532081,-839.2285626531975,-127.63044451630043,854.522503178288,543.3477704881777,106.55575305569332,-801.9855963588622,-244.72198129689838,134.47214475795244,140.367858397311,65.62261967324662,115.23153041168486,-502.31834373698194,137.324268926493,0.0
107.47863928823986,518.168989012729,-6.959195605910754,-517.5707926708639,53.76460359529532,-464.2496009015692,-292.29164171244076,-24.557188262038302,-568.8433039101236,582.2346750926531,560.395258668867,45.48689349953093,79.3082293309134,65.13003702065694,-487.53374033747536,574.1894710380636,86.10989890060868,-313.4961605507347,82.4288436479836,-79.1939151443845,0.0
-111.32263892643653,-15.417611955620169,125.90120414416471,150.59578655845502,-502.7890244979556,151.8565545590914,-43.38467087239682,479.49500104636144,-758.0410085852964,91.06316745695564,215.49933102838202,116.71158640551535,-827.3120389741487,37.68733055985242,166.31344552495267,858.7788423211598,92.72226035552394,-252.07176637427077,-111.34994990425211,135.06420012996244,0.0
209.45698951820623,416.775624211648,-585.8415148626013,-575.9944217940023,133.136043255315,-400.3508894251835,-37.80127594019316,-171.08851188352176,-90.81340792801886,-378.0723870042713,-410.08952451687054,475.4956228435229,501.24932029460615,45.20479063077391,856.6972288172074,-150.21310771717867,85.73902884369349,-122.30011901235464,-240.77390218101033,439.5844138502341,0.0
-758.7685274181551,-83.90450872387896,893.3719297844765,-263.71383141578576,-147.99249503080716,193.63996377717342,489.08516497879293,109.60165640579227,87.34739544895888,62.292459411269874,-85.18774020451082,71.38611856546426,84.21991184962857,111.68968924947121,181.52928332276392,-847.3982572563023,-536.9404663588308,239.01240214658165,100.79911228736043,99.93073918053717,0.0
-51.05253694197958,69.60001452847119,50.26368055823133,191.4346532310894,-139.13257271113724,185.9524271243663,116.44280955561835,898.5686186175758,88.75262417100869,244.32601148609308,-187.73597206868783,451.2206890654407,-279.12997851839094,-692.8181375240442,-898.4410947548355,226.22472900431586,85.15364862152626,-556.1466374422587,15.38736815040552,181.12965584719126,0.0
841.6676800690921,-584.4976118625839,380.14126440611375,470.7492815294049,-394.2742336739854,-451.49970580368506,-156.30007080731383,70.66622049375577,-154.6448746540615,536.9115709230782,468.45009039994744,90.47310006115657,-36.646491420033975,194.61586064514762,-375.87931698394607,-570.0639866712523,-75.36998961576083,-134.10043117376415,-224.44140060935285,104.0430447480434,0.0
-286.4347196192008,-79.98743754189012,50.79636134074941,61.40703990317078,-526.5885111836755,-487.4216911678783,-534.3776709332196,-491.7057359885756,-261.1906813768421,80.21034296677855,33.60123602204293,566.1503890074564,34.91646988442999,551.3626672127149,-19.65506799169065,575.3246336439262,90.85552121469269,28.616932722366794,558.5461795377195,55.573742346924725,0.0
143.86488310160905,87.36103681247644,-513.1599501146172,872.2673640439751,176.10998589886233,69.62747646786907,-784.3413161402464,507.92888627869513,249.38140532772212,-265.09181595245644,67.79533837799364,169.5241899449998,-43.22441252753354,139.8999013772828,-141.275917488701,111.95612223331824,-107.33819062265461,62.25570931997503,-857.5422808359435,54.001584497372896,0.0
-166.64571838514945,-230.818836005051,735.771893554614,605.0946412336343,651.6154308906544,-129.59800072385542,332.8233793911998,-139.5451829287978,-92.0874023214406,-208.6526813933516,42.45732896901511,318.58169706582544,-377.8646210956212,-347.64060401011,-233.356090039999,-213.4247681350116,69.43439134510038,-168.4629997188355,-224.78992293258713,-222.89193476023254,0.0
-43.01764781642196,-77.17301939261269,-114.69655263790668,-181.44317863377964,-112.69471006283301,-43.49180782654258,138.6484844033472,17.404923558632,850.8947458000672,125.35749185080101,244.9704929382735,-847.410586552268,769.7384408678777,-222.7377844068841,-528.4751678929042,-143.59779835965733,-130.73487175180614,-81.87496764928262,-118.8880349933031,499.2215485572033,0.0
27.261216588533532,84.6247157422505,37.796957736857316,554.4139381025128,-306.5484539075637,61.78779863143166,-87.77176060569255,-41.7273720944906,65.34267286208052,92.50902149925493,-523.6323200684087,551.8157145249895,571.5285963837046,-560.759168518288,-496.2907308945057,119.41688176878287,35.66586044153263,582.4200663384033,-270.7850871101041,-497.0685474212815,0.0
-103.66610120406958,498.4221968942491,-44.63196681485305,-154.79925077029657,-58.66553592045545,-134.26342479464324,-69.00461262608941,265.33295749935314,-856.827860396932,-523.0776355746084,118.50892409894712,-99.70339684520299,864.2845974314284,-135.56614035231755,-194.93558346177542,133.63231839527305,-262.567106255034,-78.02049094504422,40.82552770510276,794.7225839369688,0.0
40.01922219881693,164.42205976761406,24.1798597312507,-746.4651048480448,151.30207735463844,520.197146593892,152.91204343770468,-805.5640753785306,-520.1842194366931,812.3499857319985,221.26216200843973,37.1344571399548,85.1687976646697,-158.85027088762428,-38.30745803591562,89.81774729801344,150.24941299613423,-92.05147312007772,-215.70347080211405,128.1111005858728,0.0
85.81160786257826,228.18921193462066,-52.28134652869426,-762.3447246386876,-870.5375629635987,-515.4194093438828,177.36124989825993,94.8145201783818,61.682791376194785,520.3127415964193,878.0957735511246,130.87013269432614,175.34918288109273,43.731278801798595,154.4612227269478,-119.74827616219194,79.65963462522954,-279.68991099894157,-133.23644116186605,102.91832367088904,0.0
566.9462253913515,-541.8090612589151,38.40272737877207,588.3035762593232,-507.80028829125735,21.600152258455083,556.0482505698751,-17.381790489808065,120.37838954268585,81.62911690945946,47.19031919682765,-470.0946301701975,102.22659130058437,21.386620097031084,-279.9296817851203,-525.1542215853509,56.465344958896765,-307.35613282981495,538.8036856311279,-89.85519308392576,0.0
-56.815582368102014,-60.05617458861163,-142.60943143232439,784.7605897888767,-486.53898728869353,-257.27303612156646,-856.0963455541022,249.73997530266078,51.89926516376533,109.46337762274008,-164.66420113399704,-43.52387583126214,-104.91130953045084,-220.54352503319924,-143.57413322551355,-85.82091875077725,142.07320074081832,859.1864842863413,-80.38381597721137,505.6884439306102,0.0
204.944937557091,118.78550329969421,532.1505673457348,137.67370364650546,140.38487542723843,83.49889252437261,-87.17703401395852,-273.8885611879258,90.29280710916093,-167.34357202342073,164.5669114630645,-71.91136692359547,-840.6195013633262,-710.5655320084957,-542.4717259517489,107.6719400212231,81.25178243331234,92.65400910813294,77.69737277777806,862.4039907591633,0.0
338.69520535763644,-19.007386187053548,-93.82717567278922,-289.1543229347131,422.87795181501696,-24.58439618007056,-68.81791394151836,-357.137358664191,990.7163501247071,45.698358798102355,-586.6226120665918,-757.3558264832363,452.4345681216623,-188.63197691954898,116.3692750448353,-144.92778777805432,-59.71742022835239,-381.58792795621565,261.4134668954712,343.16692885490323,0.0
-144.56214052263624,556.6302821286864,-842.5416858824992,860.3207330514564,145.5904493522108,-10.199441974267499,210.3770013292643,-133.15001291103826,-253.84293685030437,71.05565501458872,134.66179470371554,130.76347168402992,21.63296362550369,95.41646624820925,-504.3935886220147,129.33926714389128,74.46156521328038,125.2792961810351,109.76013762680886,-776.599276539921,0.0
